KODE;NORSK_BRUKSNAVN;SEKUNDAERT_FAGOMRAADE;FAGOMRAADE_NLK;REFUSJONSKATEGORI;REFUSJON_stat;REFUSJON_privat;STJERNEKODE;REFUSJONSKATEGORI_ENDRET
NPU57932;U-5-MAPB;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57933;U-5-EAPB;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57934;U-5-APDB;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57935;U-5-Aminopropylbenzofuran (5-APB);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57936;U-2,5-Dimetoksy-4-kloramfetamin (DOC);;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57937;U-Difenidin;;Klinisk farmakologi;KF2;22,68;22,44;0;
NPU57942;Negl-Dermatofytt dyrkning;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57943;Hår-Dermatofytt dyrkning;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57944;Hud-Dermatofytt dyrkning;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU57945;Sekr-Corynebacterium diphtheriae dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU58004;Spytt-Testosteron, fritt;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58005;Us-Humant adenovirus 40+Humant adenovirus 41 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU58014;Pt-Oocytt;Reproduksjonsmedisin;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58015;Pt-Embryo;Reproduksjonsmedisin;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58016;Pt-Zygote;Reproduksjonsmedisin;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58017;Us-Escherichia coli (EHEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58018;Us-Escherichia coli (EPEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58019;Us-Escherichia coli (EIEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58020;Us-Escherichia coli (ETEC) dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58021;Us-Trichophyton mentagrophytes DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58022;Us-Trichophyton tonsurans DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58023;Us-Trichophyton violaceum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58024;Us-Microsporum canis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58025;Us-Trichophyton rubrum DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58029;Mageinnhold-Norovirus GI RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM2 til MM6
NPU58030;Mageinnhold-Norovirus GII RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM2 til MM6
NPU58031;Mageinnhold-Sapovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM2 til MM6
NPU58032;"P-Humant immunsviktvirus-1 (HIV-1) RNA; V3 loop domain";;Medisinsk mikrobiologi;MM9;838,46;801,91;0;MM0 til MM9
NPU58035;U-AM-2201-(5-OH)indol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58036;U-JWH-203-N-(5-COOH);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58037;U-JWH-122-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58038;"Us-Helicobacter pylori (DNA; Makrolidresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58039;U-JWH-081-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58040;"Us-Mycoplasma pneumoniae (DNA; Makrolidresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58041;"Us-Chlamydia trachomatis (DNA; Makrolidresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58042;"Us-Chlamydia pneumoniae (DNA; Makrolidresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58043;"Us-Neisseria gonorrheae (DNA; Makrolidresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58046;P-RNP U1 (A) IgG;;Immunologi og transfusjonsmedisin;IT3;45,18;44,91;0;IT0 til IT3
NPU58047;DNA-UGT1A4-gen;;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58048;DNA-CYP1A2-gen;;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58049;DNA-HLA-B*58:01;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT0 til IT5
NPU58050;DNA-UGT1A4-gen (NG_002601.2:g.134219);;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58051;DNA-CYP1A2-gen (NG_008431.2:g.32035);;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58052;Us-Parotittvirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58053;DNA-OPRM1-gen (NG_021208.2:g.34162);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58054;DNA-OPRM1-gen (NG_021208.2:g.84576);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58055;DNA-CYP2D6-gen (NG_008376.3:g.6750);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58056;DNA-CYP2C9-gen (NG_008385.1:g.8633);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58057;DNA-CYP2C9-gen (NG_008385.1:g.47639);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58058;DNA-CYP2C19-gen (NG_008384.2:g.24154);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58059;DNA-CYP2C19-gen (NG_008384.2:g.22948);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58060;DNA-CYP2C19-gen (NG_008384.2:g.5001);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58061;DNA-CYP2C19-gen (NG_008384.2:g.4195);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58062;DNA-CYP3A5-gen (NG_007938.1:g.12083);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58063;DNA-SLCO1B1-gen (NG_011745.1:g.52422);;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58064;DNA-CYP2B6-gen (NG_007929.1:g.20638);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58065;DNA-CYP2B6-gen (NG_007929.1:g.23060);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58066;DNA-VKORC1-gen (NG_011564.1:g.6399);;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58067;DNA-CYP3A4-gen (NG_008421.1:g.20493);;Klinisk farmakologi;KF6;286,47;283,42;0;KF9 til KF6
NPU58068;DNA-SLC6A4-gen (NG_011747.2:g.3604_3646);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58069;DNA-CYP2D6-gen (NG_008376.3:g.6047);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58070;DNA-CYP2D6-gen (LRG_303:g.1_8953del);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58071;DNA-CYP2D6-gen (NG_008376.3:g.5908);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58072;DNA-CYP2D6-gen (NG_008376.3:g.7189);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58073;DNA-CYP2D6-gen (NG_008376.3:g.4300);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58074;DNA-CYP2D6-gen (NG_008376.3:g.6816_6818);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58075;DNA-CYP2D6-gen (LRG_303:g.1_8953dup);;Klinisk farmakologi;KF5;155,17;153,54;0;KF9 til KF5
NPU58077;Hud-MRSA;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;
NPU58078;Hud-MRSA DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU58079;Amv-Leukocytter;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU58081;U-RCS-4-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58087;U-Aminosyrer (S) (Natriumnitroprussidtest);;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58088;Us-Avibaktam+Ceftazidim;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58089;Us-NT-proBNP;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU58090;B-Hydroksyprogesteron;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU58091;Sekr-PTH;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58094;B-BAT CD63 Bigift-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58095;"Us-Mycobacterium tuberculosis kompleks (DNA; Rifampicinresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58096;U-Bakterier mikroskopi;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58097;Pu-Bakterier mikroskopi;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;MM0 til MM3
NPU58098;Hud-Bakterier mikroskopi;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58103;B-CD11a ekspresjon nøytrofile granulocytter;;Immunologi og transfusjonsmedisin;IT7;208,54;207,29;0;IT0 til IT7
NPU58104;B-BAT CD63 Amoksicillin-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58105;B-BAT CD63 Ampicillin-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58106;B-BAT CD63 Api m 10 (bigift)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58107;B-BAT CD63 Ara h 2 (peanøtt)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58108;B-BAT CD63 Ara h 6 (peanøtt)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58109;B-BAT CD63 Bos d 4 (kumelk)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58110;B-BAT CD63 Bos d 8 (kumelk)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58111;B-BAT CD63 Kumelk-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58112;B-BAT CD63 Eggehvite-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58113;B-BAT CD63 Peanøtt-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58114;B-BAT CD63 Penicillin V-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58115;B-BAT CD63 Vepsegift-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58116;B-BAT CD63 Penicillin G-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58117;B-BAT CD63 Hvete-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58118;B-BAT CD63 Ara h 1 (peanøtt)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58119;B-BAT CD63 Bos d 5 (kumelk)-indusert;;Immunologi og transfusjonsmedisin;IT9;1146,94;1140,12;0;IT0 til IT9
NPU58120;P-Protoporfyrin IX;;Medisinsk biokjemi;MB12;514,71;477,31;0;MB0 til MB12
NPU58121;P-Heptaporfyrin I;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU58122;P-Hexaporfyrin I;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU58123;P-Heptaporfyrin III;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU58124;P-Hexaporfyrin III;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU58125;P-IgE Sardina pilchardus, f308;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;IT0 til IT2
NPU58126;Hår-Etylglukuronid (EtG);;Klinisk farmakologi;KF7;477,48;472,39;0;KF9 til KF7
NPU58127;F-Enterobacteriaceae (Karbapenemresistens);;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58143;B-Bakterier mikroskopi;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU58144;Asc-ALP;;Medisinsk biokjemi;MB2;6,96;6,45;0;MB0 til MB2
NPU58145;Plv-Kreatinin;;Medisinsk biokjemi;MB2;6,96;6,45;0;MB0 til MB2
NPU58146;P-Myelinassosiert glykoprotein (MAG) IgM;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT0 til IT6
NPU58147;P-IgE malle, f369;;Immunologi og transfusjonsmedisin;IT2;32,44;32,25;0;IT0 til IT2
NPU58153;DNA-PPARG-gen;;Medisinsk biokjemi;MB13;1224,82;1135,76;0;MB0 til MB13
NPU58162;B-Dabigatran;;Klinisk farmakologi;KF8;656,5;649,55;0;KF9 til KF8
NPU58163;B-Apiksaban;;Klinisk farmakologi;KF8;656,5;649,55;0;KF9 til KF8
NPU58164;B-Rivaroksaban;;Klinisk farmakologi;KF8;656,5;649,55;0;KF9 til KF8
NPU58165;B-Edoksaban;;Klinisk farmakologi;KF8;656,5;649,55;0;KF9 til KF8
NPU58171;P-Humant parvovirus B19 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU58172;Sp-Humant parvovirus B19 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;
NPU58173;P-Humant parvovirus B19 IgG;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU58174;P-Humant parvovirus B19 IgM;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;
NPU58176;P-Protoporfyrin IX;;Medisinsk biokjemi;MB9;82,39;76,4;0;MB0 til MB9
NPU58178;"Eksp-Mycobacterium tuberculosis kompleks (DNA; Rifampicinresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58187;DNA-MT-TL1-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58188;DNA-MT-TL1-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58190;DNA(B)-MT-TL1-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58191;DNA(B)-MT-TL1-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58195;F-Gjærsopp dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58196;U-Gjærsopp dyrkning;;Medisinsk mikrobiologi;MM3;50,9;48,69;0;MM0 til MM3
NPU58197;Us-Beta-hemolytiske streptokokker dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58198;Us-Brucella dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58199;Us-Staphylococcus aureus dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58200;Us-Pseudomonas dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58201;Us-Haemophilus influenzae dyrkning;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58202;F-Giardia lamblia antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58203;F-Cryptosporidium antigen;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58205;P-IgE Ara h 6, 2S albumin (peanøtt), f447;;Immunologi og transfusjonsmedisin;IT5;76,47;76,02;0;IT0 til IT5
NPU58206;DNA(B)-MT-TL1-gen (3271T>C);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58207;DNA(B)-MT-TL1-gen (3252A>G);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58209;"B-Bakterier (DNA; Vankomycinresistens)";;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58210;F-Blastocystis hominis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58212;RNA(B)-PML-RARA fusjonsgen RNA;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58214;P-Kryptokokker;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58215;Us-Escherichia coli K1;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58216;Us-Bacillus anthracis;;Medisinsk mikrobiologi;MM4;78,44;75,02;0;MM0 til MM4
NPU58217;B-Bacillus anthracis;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58218;Kult-VRE DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58219;Sp-GABA-B reseptor 1+2 IgG;;Immunologi og transfusjonsmedisin;IT6;116,3;105,96;0;IT0 til IT6
NPU58223;B-Alfa-glukosidase;;Medisinsk biokjemi;MB12;514,71;477,31;0;MB0 til MB12
NPU58224;B-Beta-glukosidase;;Medisinsk biokjemi;MB12;514,71;477,31;0;MB0 til MB12
NPU58225;B-Alfa-galaktosidase;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58228;Us-Hantavirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58229;Us-Japansk encefalittvirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58230;Us-Hepatitt A virus (HAV) RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58231;Us-Gulfebervirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58232;Us-Vestnilvirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58233;Us-Filovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58234;P-Filovirus RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58235;Sekr(Nasoph)-Influensa A virus H3N2 RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58236;Sekr(Pharynx)-Influensa A virus H3N2 RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58237;Us-Influensa A virus H3N2 RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58240;P-Metylprednisolon;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58241;P-Prednison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58242;P-Prednisolon;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58243;P-Fludrokortison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58244;P-Triamcinolon;;Medisinsk biokjemi;MB10;133,86;124,13;0;MB0 til MB10
NPU58245;P-Betametason;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58246;P-Syntetiske steroider;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58247;DNA-Mikrosatellittinstabilitet (MSI);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;
NPU58248;Us-Cefepim+Klavulansyre;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58249;Us-Ceftazidim+Klavulansyre;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58250;Us-Cefotaksim+Klavulansyre;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58251;Sekr(Rectum)-Chlamydia trachomatis DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58253;RNA(Bm)-PML-RARA fusjonsgen RNA;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58254;RNA(Bm)-ABL1-BCR fusjonsgen RNA;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58257;P-THSD7A IgG;;Immunologi og transfusjonsmedisin;IT8;463,39;460,66;0;IT2 til IT8
NPU58259;Sp-Beta-amyloid 38;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58260;Us-Kloksacillin;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58262;P-Steroidhormoner (liste);;Medisinsk biokjemi;MB12;514,71;477,31;0;MB0 til MB12
NPU58263;Mageinnhold-Mamastrovirus 1 RNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM2 til MM6
NPU58264;Us-Meropenem+borsyre;;Medisinsk mikrobiologi;MM0;0,88;0,84;0;
NPU58267;Ery-Glutation;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58269;DNA(B)-MT-TL1-gen (3243A>G);;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58271;Spz-Spermier (agglutinert);Reproduksjonsmedisin;Medisinsk biokjemi;MB3;9,53;8,81;0;MB0 til MB3
NPU58272;DNA(B)-MT-TL1-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58273;DNA(B)-MT-TK-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58274;DNA(B)-MT-ATP6-gen;;Medisinsk biokjemi;MB14;2449,66;2271,55;0;MB0 til MB14
NPU58275;F-Escherichia coli (EHEC) shigatoksin 1 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58276;Kult-Escherichia coli (EHEC) shigatoksin 1 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58277;Kult-Escherichia coli (EHEC) shigatoksin 2 DNA;;Medisinsk mikrobiologi;MM6;191,67;183,3;0;MM0 til MM6
NPU58278;P-3-Epi-25-(OH)-vitamin D3;;Medisinsk biokjemi;MB6;23,18;21,5;0;MB0 til MB6
NPU58289;Spytt-Kortison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58290;U-Kortison pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58291;U-Tetrahydrokortisol;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58292;U-Tetrahydrokortisol pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58293;U-Tetrahydrokortison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58294;U-Tetrahydrokortison pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58295;U-Allotetrahydrokortisol;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58296;U-Allotetrahydrokortisol pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58297;U-Allotetrahydrokortison;;Medisinsk biokjemi;MB11;225,07;208,71;0;MB0 til MB11
NPU58298;U-Allotetrahydrokortison pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58299;U-6-beta-hydroksykortisol;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58300;U-6-beta-hydroksykortisol pr. døgn;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58301;P-6-beta-hydroksykortisol;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58303;B-Leucin+Isoleucin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58305;B-C5:1-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58306;B-C10:1-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58307;B-C14-OH-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58309;B-C18-OH-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58310;B-C18:1-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58311;B-C18:1-OH-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58312;B-C18:2-OH-karnitin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58313;B-Alloisoleucin;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58314;B-2-Metylsitrat;;Medisinsk biokjemi;MB0;0,5;0,48;0;
NPU58315;U-Celler;;Medisinsk biokjemi;MB7;35,12;32,55;0;MB0 til MB7
NPU58317;U-Norfludiazepam;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58318;U-Klonazolam;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58319;U-4-Fluormetamfetamin (4-FMA);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58320;U-Metoksyacetylfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58321;U-Syklopropylfentanyl;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58322;U-AB-CHMINACA 3-karboksylindazol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58323;U-AB-PINACA-N-(5-COOH);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58324;U-5F-PB-22 3-karboksylindol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58325;U-THJ-2201-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58326;U-PB-22-N-COOH;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58327;U-PB-22-N-(4-OH);;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58328;U-PB-22 3-karboksylindol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58329;U-JWH-210-(5-OH)indol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58330;U-BB-22 3-karboksylindol;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58331;U-AB-FUBINACA M3;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58332;U-AB-CHMINACA M2;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
NPU58333;U-AB-CHMINACA M1A;;Klinisk farmakologi;KF2;22,68;22,44;0;KF9 til KF2
