ICD10;Tekst
X1n7a;"Uly m/varm væske mv;idrettsanl;Industri"
X1n7b;"Uly m/varm væske mv;idrettsanl;Bygg/anl"
X1n7c;"Uly m/varm væske mv;idrettsanl;Olje/gassutv"
X1n7d;"Uly m/varm væske mv;idrettsanl;Jord/skogbr"
X1n7e;"Uly m/varm væske mv;idrettsanl;Fiske/fangst"
X1n7f;"Uly m/varm væske mv;idrettsanl;Forsvar"
X1n7g;"Uly m/varm væske mv;idrettsanl;Politi/fengsel"
X1n7h;"Uly m/varm væske mv;idrettsanl;Annen næring"
X1n7i;"Uly m/varm væske mv;idrettsanl;Ukj/ikke spes næring"
X1n7j;"Uly m/varm væske mv;idrettsanl;Utdann"
X1n7k;"Uly m/varm væske mv;idrettsanl;Verneplikt"
X1n7m;"Uly m/varm væske mv;idrettsanl;Idrett v/utd/vernepl"
X1n7p;"Uly m/varm væske mv;idrettsanl;Annen idrett"
X1n7r;"Uly m/varm væske mv;idrettsanl;Annen aktivitet"
X1n7y;"Uly m/varm væske mv;idrettsanl;Ukjent aktivitet"
X1n8a;"Uly m/varm væske mv;friluftsliv;Industri"
X1n8b;"Uly m/varm væske mv;friluftsliv;Bygg/anl"
X1n8c;"Uly m/varm væske mv;friluftsliv;Olje/gassutv"
X1n8d;"Uly m/varm væske mv;friluftsliv;Jord/skogbr"
X1n8e;"Uly m/varm væske mv;friluftsliv;Fiske/fangst"
X1n8f;"Uly m/varm væske mv;friluftsliv;Forsvar"
X1n8g;"Uly m/varm væske mv;friluftsliv;Politi/fengsel"
X1n8h;"Uly m/varm væske mv;friluftsliv;Annen næring"
X1n8i;"Uly m/varm væske mv;friluftsliv;Ukj/ikke spes næring"
X1n8j;"Uly m/varm væske mv;friluftsliv;Utdann"
X1n8k;"Uly m/varm væske mv;friluftsliv;Verneplikt"
X1n8m;"Uly m/varm væske mv;friluftsliv;Idrett v/utd/vernepl"
X1n8p;"Uly m/varm væske mv;friluftsliv;Annen idrett"
X1n8r;"Uly m/varm væske mv;friluftsliv;Annen aktivitet"
X1n8y;"Uly m/varm væske mv;friluftsliv;Ukjent aktivitet"
X1n9a;"Uly m/varm væske mv;annet sted;Industri"
X1n9b;"Uly m/varm væske mv;annet sted;Bygg/anl"
X1n9c;"Uly m/varm væske mv;annet sted;Olje/gassutv"
X1n9d;"Uly m/varm væske mv;annet sted;Jord/skogbr"
X1n9e;"Uly m/varm væske mv;annet sted;Fiske/fangst"
X1n9f;"Uly m/varm væske mv;annet sted;Forsvar"
X1n9g;"Uly m/varm væske mv;annet sted;Politi/fengsel"
X1n9h;"Uly m/varm væske mv;annet sted;Annen næring"
X1n9i;"Uly m/varm væske mv;annet sted;Ukj/ikke spes næring"
X1n9j;"Uly m/varm væske mv;annet sted;Utdann"
X1n9k;"Uly m/varm væske mv;annet sted;Verneplikt"
X1n9m;"Uly m/varm væske mv;annet sted;Idrett v/utd/vernepl"
X1n9p;"Uly m/varm væske mv;annet sted;Annen idrett"
X1n9r;"Uly m/varm væske mv;annet sted;Annen aktivitet"
X1n9y;"Uly m/varm væske mv;annet sted;Ukjent aktivitet"
X1nxa;"Uly m/varm væske mv;ukjent sted;Industri"
X1nxb;"Uly m/varm væske mv;ukjent sted;Bygg/anl"
X1nxc;"Uly m/varm væske mv;ukjent sted;Olje/gassutv"
X1nxd;"Uly m/varm væske mv;ukjent sted;Jord/skogbr"
X1nxe;"Uly m/varm væske mv;ukjent sted;Fiske/fangst"
X1nxf;"Uly m/varm væske mv;ukjent sted;Forsvar"
X1nxg;"Uly m/varm væske mv;ukjent sted;Politi/fengsel"
X1nxh;"Uly m/varm væske mv;ukjent sted;Annen næring"
X1nxi;"Uly m/varm væske mv;ukjent sted;Ukj/ikke spes næring"
X1nxj;"Uly m/varm væske mv;ukjent sted;Utdann"
X1nxk;"Uly m/varm væske mv;ukjent sted;Verneplikt"
X1nxm;"Uly m/varm væske mv;ukjent sted;Idrett v/utd/vernepl"
X1nxp;"Uly m/varm væske mv;ukjent sted;Annen idrett"
X1nxr;"Uly m/varm væske mv;ukjent sted;Annen aktivitet"
X1nxy;"Uly m/varm væske mv;ukjent sted;Ukjent aktivitet"
X2n0a;"Kontakt m/giftig dyr/plante;bolig;Industri"
X2n0b;"Kontakt m/giftig dyr/plante;bolig;Bygg/anl"
X2n0c;"Kontakt m/giftig dyr/plante;bolig;Olje/gassutv"
X2n0d;"Kontakt m/giftig dyr/plante;bolig;Jord/skogbr"
X2n0e;"Kontakt m/giftig dyr/plante;bolig;Fiske/fangst"
X2n0f;"Kontakt m/giftig dyr/plante;bolig;Forsvar"
X2n0g;"Kontakt m/giftig dyr/plante;bolig;Politi/fengsel"
X2n0h;"Kontakt m/giftig dyr/plante;bolig;Annen næring"
X2n0i;"Kontakt m/giftig dyr/plante;bolig;Ukj/ikke spes næring"
X2n0j;"Kontakt m/giftig dyr/plante;bolig;Utdann"
X2n0k;"Kontakt m/giftig dyr/plante;bolig;Verneplikt"
X2n0m;"Kontakt m/giftig dyr/plante;bolig;Idrett v/utd/vernepl"
X2n0p;"Kontakt m/giftig dyr/plante;bolig;Annen idrett"
X2n0r;"Kontakt m/giftig dyr/plante;bolig;Annen aktivitet"
X2n0y;"Kontakt m/giftig dyr/plante;bolig;Ukjent aktivitet"
X2n1a;"Kontakt m/giftig dyr/plante;veitrafikk;Industri"
X2n1b;"Kontakt m/giftig dyr/plante;veitrafikk;Bygg/anl"
X2n1c;"Kontakt m/giftig dyr/plante;veitrafikk;Olje/gassutv"
X2n1d;"Kontakt m/giftig dyr/plante;veitrafikk;Jord/skogbr"
X2n1e;"Kontakt m/giftig dyr/plante;veitrafikk;Fiske/fangst"
X2n1f;"Kontakt m/giftig dyr/plante;veitrafikk;Forsvar"
X2n1g;"Kontakt m/giftig dyr/plante;veitrafikk;Politi/fengsel"
X2n1h;"Kontakt m/giftig dyr/plante;veitrafikk;Annen næring"
X2n1i;"Kontakt m/giftig dyr/plante;veitrafikk;Ukj/ikke spes næring"
X2n1j;"Kontakt m/giftig dyr/plante;veitrafikk;Utdann"
X2n1k;"Kontakt m/giftig dyr/plante;veitrafikk;Verneplikt"
X2n1m;"Kontakt m/giftig dyr/plante;veitrafikk;Idrett v/utd/vernepl"
X2n1p;"Kontakt m/giftig dyr/plante;veitrafikk;Annen idrett"
X2n1r;"Kontakt m/giftig dyr/plante;veitrafikk;Annen aktivitet"
X2n1y;"Kontakt m/giftig dyr/plante;veitrafikk;Ukjent aktivitet"
X2n2a;"Kontakt m/giftig dyr/plante;ann gt/vei;Industri"
X2n2b;"Kontakt m/giftig dyr/plante;ann gt/vei;Bygg/anl"
X2n2c;"Kontakt m/giftig dyr/plante;ann gt/vei;Olje/gassutv"
X2n2d;"Kontakt m/giftig dyr/plante;ann gt/vei;Jord/skogbr"
X2n2e;"Kontakt m/giftig dyr/plante;ann gt/vei;Fiske/fangst"
X2n2f;"Kontakt m/giftig dyr/plante;ann gt/vei;Forsvar"
X2n2g;"Kontakt m/giftig dyr/plante;ann gt/vei;Politi/fengsel"
X2n2h;"Kontakt m/giftig dyr/plante;ann gt/vei;Annen næring"
X2n2i;"Kontakt m/giftig dyr/plante;ann gt/vei;Ukj/ikke spes næring"
X2n2j;"Kontakt m/giftig dyr/plante;ann gt/vei;Utdann"
X2n2k;"Kontakt m/giftig dyr/plante;ann gt/vei;Verneplikt"
X2n2m;"Kontakt m/giftig dyr/plante;ann gt/vei;Idrett v/utd/vernepl"
X2n2p;"Kontakt m/giftig dyr/plante;ann gt/vei;Annen idrett"
X2n2r;"Kontakt m/giftig dyr/plante;ann gt/vei;Annen aktivitet"
X2n2y;"Kontakt m/giftig dyr/plante;ann gt/vei;Ukjent aktivitet"
X2n3a;"Kontakt m/giftig dyr/plante;barneh/lekepl;Industri"
X2n3b;"Kontakt m/giftig dyr/plante;barneh/lekepl;Bygg/anl"
X2n3c;"Kontakt m/giftig dyr/plante;barneh/lekepl;Olje/gassutv"
X2n3d;"Kontakt m/giftig dyr/plante;barneh/lekepl;Jord/skogbr"
X2n3e;"Kontakt m/giftig dyr/plante;barneh/lekepl;Fiske/fangst"
X2n3f;"Kontakt m/giftig dyr/plante;barneh/lekepl;Forsvar"
X2n3g;"Kontakt m/giftig dyr/plante;barneh/lekepl;Politi/fengsel"
X2n3h;"Kontakt m/giftig dyr/plante;barneh/lekepl;Annen næring"
X2n3i;"Kontakt m/giftig dyr/plante;barneh/lekepl;Ukj/ikke spes næri"
X2n3j;"Kontakt m/giftig dyr/plante;barneh/lekepl;Utdann"
X2n3k;"Kontakt m/giftig dyr/plante;barneh/lekepl;Verneplikt"
X2n3m;"Kontakt m/giftig dyr/plante;barneh/lekepl;Idrett v/utd/verne"
X2n3p;"Kontakt m/giftig dyr/plante;barneh/lekepl;Annen idrett"
X2n3r;"Kontakt m/giftig dyr/plante;barneh/lekepl;Annen aktivitet"
X2n3y;"Kontakt m/giftig dyr/plante;barneh/lekepl;Ukjent aktivitet"
X2n4a;"Kontakt m/giftig dyr/plante;skole m.v;Industri"
X2n4b;"Kontakt m/giftig dyr/plante;skole m.v;Bygg/anl"
X2n4c;"Kontakt m/giftig dyr/plante;skole m.v;Olje/gassutv"
X2n4d;"Kontakt m/giftig dyr/plante;skole m.v;Jord/skogbr"
X2n4e;"Kontakt m/giftig dyr/plante;skole m.v;Fiske/fangst"
X2n4f;"Kontakt m/giftig dyr/plante;skole m.v;Forsvar"
X2n4g;"Kontakt m/giftig dyr/plante;skole m.v;Politi/fengsel"
X2n4h;"Kontakt m/giftig dyr/plante;skole m.v;Annen næring"
X2n4i;"Kontakt m/giftig dyr/plante;skole m.v;Ukj/ikke spes næring"
X2n4j;"Kontakt m/giftig dyr/plante;skole m.v;Utdann"
X2n4k;"Kontakt m/giftig dyr/plante;skole m.v;Verneplikt"
X2n4m;"Kontakt m/giftig dyr/plante;skole m.v;Idrett v/utd/vernepl"
X2n4p;"Kontakt m/giftig dyr/plante;skole m.v;Annen idrett"
X2n4r;"Kontakt m/giftig dyr/plante;skole m.v;Annen aktivitet"
X2n4y;"Kontakt m/giftig dyr/plante;skole m.v;Ukjent aktivitet"
X2n5a;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Industri"
X2n5b;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Bygg/anl"
X2n5c;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Olje/gassutv"
X2n5d;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Jord/skogbr"
X2n5e;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Fiske/fangst"
X2n5f;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Forsvar"
X2n5g;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Politi/fengsel"
X2n5h;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Annen næring"
X2n5i;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Ukj/ikke spes nær"
X2n5j;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Utdann"
X2n5k;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Verneplikt"
X2n5m;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Idrett v/utd/vern"
X2n5p;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Annen idrett"
X2n5r;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Annen aktivitet"
X2n5y;"Kontakt m/giftig dyr/plante;h-inst/sykehus;Ukjent aktivitet"
X2n6a;"Kontakt m/giftig dyr/plante;syke/aldershjem;Industri"
X2n6b;"Kontakt m/giftig dyr/plante;syke/aldershjem;Bygg/anl"
X2n6c;"Kontakt m/giftig dyr/plante;syke/aldershjem;Olje/gassutv"
X2n6d;"Kontakt m/giftig dyr/plante;syke/aldershjem;Jord/skogbr"
X2n6e;"Kontakt m/giftig dyr/plante;syke/aldershjem;Fiske/fangst"
X2n6f;"Kontakt m/giftig dyr/plante;syke/aldershjem;Forsvar"
X2n6g;"Kontakt m/giftig dyr/plante;syke/aldershjem;Politi/fengsel"
X2n6h;"Kontakt m/giftig dyr/plante;syke/aldershjem;Annen næring"
X2n6i;"Kontakt m/giftig dyr/plante;syke/aldershjem;Ukj/ikke spes næ"
X2n6j;"Kontakt m/giftig dyr/plante;syke/aldershjem;Utdann"
X2n6k;"Kontakt m/giftig dyr/plante;syke/aldershjem;Verneplikt"
X2n6m;"Kontakt m/giftig dyr/plante;syke/aldershjem;Idrett v/utd/ver"
X2n6p;"Kontakt m/giftig dyr/plante;syke/aldershjem;Annen idrett"
X2n6r;"Kontakt m/giftig dyr/plante;syke/aldershjem;Annen aktivitet"
X2n6y;"Kontakt m/giftig dyr/plante;syke/aldershjem;Ukjent aktivitet"
X2n7a;"Kontakt m/giftig dyr/plante;idrettsanl;Industri"
X2n7b;"Kontakt m/giftig dyr/plante;idrettsanl;Bygg/anl"
X2n7c;"Kontakt m/giftig dyr/plante;idrettsanl;Olje/gassutv"
X2n7d;"Kontakt m/giftig dyr/plante;idrettsanl;Jord/skogbr"
X2n7e;"Kontakt m/giftig dyr/plante;idrettsanl;Fiske/fangst"
X2n7f;"Kontakt m/giftig dyr/plante;idrettsanl;Forsvar"
X2n7g;"Kontakt m/giftig dyr/plante;idrettsanl;Politi/fengsel"
X2n7h;"Kontakt m/giftig dyr/plante;idrettsanl;Annen næring"
X2n7i;"Kontakt m/giftig dyr/plante;idrettsanl;Ukj/ikke spes næring"
X2n7j;"Kontakt m/giftig dyr/plante;idrettsanl;Utdann"
X2n7k;"Kontakt m/giftig dyr/plante;idrettsanl;Verneplikt"
X2n7m;"Kontakt m/giftig dyr/plante;idrettsanl;Idrett v/utd/vernepl"
X2n7p;"Kontakt m/giftig dyr/plante;idrettsanl;Annen idrett"
X2n7r;"Kontakt m/giftig dyr/plante;idrettsanl;Annen aktivitet"
X2n7y;"Kontakt m/giftig dyr/plante;idrettsanl;Ukjent aktivitet"
X2n8a;"Kontakt m/giftig dyr/plante;friluftsliv;Industri"
X2n8b;"Kontakt m/giftig dyr/plante;friluftsliv;Bygg/anl"
X2n8c;"Kontakt m/giftig dyr/plante;friluftsliv;Olje/gassutv"
X2n8d;"Kontakt m/giftig dyr/plante;friluftsliv;Jord/skogbr"
X2n8e;"Kontakt m/giftig dyr/plante;friluftsliv;Fiske/fangst"
X2n8f;"Kontakt m/giftig dyr/plante;friluftsliv;Forsvar"
X2n8g;"Kontakt m/giftig dyr/plante;friluftsliv;Politi/fengsel"
X2n8h;"Kontakt m/giftig dyr/plante;friluftsliv;Annen næring"
X2n8i;"Kontakt m/giftig dyr/plante;friluftsliv;Ukj/ikke spes næring"
X2n8j;"Kontakt m/giftig dyr/plante;friluftsliv;Utdann"
X2n8k;"Kontakt m/giftig dyr/plante;friluftsliv;Verneplikt"
X2n8m;"Kontakt m/giftig dyr/plante;friluftsliv;Idrett v/utd/vernepl"
X2n8p;"Kontakt m/giftig dyr/plante;friluftsliv;Annen idrett"
X2n8r;"Kontakt m/giftig dyr/plante;friluftsliv;Annen aktivitet"
X2n8y;"Kontakt m/giftig dyr/plante;friluftsliv;Ukjent aktivitet"
X2n9a;"Kontakt m/giftig dyr/plante;annet sted;Industri"
X2n9b;"Kontakt m/giftig dyr/plante;annet sted;Bygg/anl"
X2n9c;"Kontakt m/giftig dyr/plante;annet sted;Olje/gassutv"
X2n9d;"Kontakt m/giftig dyr/plante;annet sted;Jord/skogbr"
X2n9e;"Kontakt m/giftig dyr/plante;annet sted;Fiske/fangst"
X2n9f;"Kontakt m/giftig dyr/plante;annet sted;Forsvar"
X2n9g;"Kontakt m/giftig dyr/plante;annet sted;Politi/fengsel"
X2n9h;"Kontakt m/giftig dyr/plante;annet sted;Annen næring"
X2n9i;"Kontakt m/giftig dyr/plante;annet sted;Ukj/ikke spes næring"
X2n9j;"Kontakt m/giftig dyr/plante;annet sted;Utdann"
X2n9k;"Kontakt m/giftig dyr/plante;annet sted;Verneplikt"
X2n9m;"Kontakt m/giftig dyr/plante;annet sted;Idrett v/utd/vernepl"
X2n9p;"Kontakt m/giftig dyr/plante;annet sted;Annen idrett"
X2n9r;"Kontakt m/giftig dyr/plante;annet sted;Annen aktivitet"
X2n9y;"Kontakt m/giftig dyr/plante;annet sted;Ukjent aktivitet"
X2nxa;"Kontakt m/giftig dyr/plante;ukjent sted;Industri"
X2nxb;"Kontakt m/giftig dyr/plante;ukjent sted;Bygg/anl"
X2nxc;"Kontakt m/giftig dyr/plante;ukjent sted;Olje/gassutv"
X2nxd;"Kontakt m/giftig dyr/plante;ukjent sted;Jord/skogbr"
X2nxe;"Kontakt m/giftig dyr/plante;ukjent sted;Fiske/fangst"
X2nxf;"Kontakt m/giftig dyr/plante;ukjent sted;Forsvar"
X2nxg;"Kontakt m/giftig dyr/plante;ukjent sted;Politi/fengsel"
X2nxh;"Kontakt m/giftig dyr/plante;ukjent sted;Annen næring"
X2nxi;"Kontakt m/giftig dyr/plante;ukjent sted;Ukj/ikke spes næring"
X2nxj;"Kontakt m/giftig dyr/plante;ukjent sted;Utdann"
X2nxk;"Kontakt m/giftig dyr/plante;ukjent sted;Verneplikt"
X2nxm;"Kontakt m/giftig dyr/plante;ukjent sted;Idrett v/utd/vernepl"
X2nxp;"Kontakt m/giftig dyr/plante;ukjent sted;Annen idrett"
X2nxr;"Kontakt m/giftig dyr/plante;ukjent sted;Annen aktivitet"
X2nxy;"Kontakt m/giftig dyr/plante;ukjent sted;Ukjent aktivitet"
X3n0a;"Uly pga naturkrefter;bolig;Industri"
X3n0b;"Uly pga naturkrefter;bolig;Bygg/anl"
X3n0c;"Uly pga naturkrefter;bolig;Olje/gassutv"
X3n0d;"Uly pga naturkrefter;bolig;Jord/skogbr"
X3n0e;"Uly pga naturkrefter;bolig;Fiske/fangst"
X3n0f;"Uly pga naturkrefter;bolig;Forsvar"
X3n0g;"Uly pga naturkrefter;bolig;Politi/fengsel"
X3n0h;"Uly pga naturkrefter;bolig;Annen næring"
X3n0i;"Uly pga naturkrefter;bolig;Ukj/ikke spes næring"
X3n0j;"Uly pga naturkrefter;bolig;Utdann"
X3n0k;"Uly pga naturkrefter;bolig;Verneplikt"
X3n0m;"Uly pga naturkrefter;bolig;Idrett v/utd/vernepl"
X3n0p;"Uly pga naturkrefter;bolig;Annen idrett"
X3n0r;"Uly pga naturkrefter;bolig;Annen aktivitet"
X3n0y;"Uly pga naturkrefter;bolig;Ukjent aktivitet"
X3n1a;"Uly pga naturkrefter;veitrafikk;Industri"
X3n1b;"Uly pga naturkrefter;veitrafikk;Bygg/anl"
X3n1c;"Uly pga naturkrefter;veitrafikk;Olje/gassutv"
X3n1d;"Uly pga naturkrefter;veitrafikk;Jord/skogbr"
X3n1e;"Uly pga naturkrefter;veitrafikk;Fiske/fangst"
X3n1f;"Uly pga naturkrefter;veitrafikk;Forsvar"
X3n1g;"Uly pga naturkrefter;veitrafikk;Politi/fengsel"
X3n1h;"Uly pga naturkrefter;veitrafikk;Annen næring"
X3n1i;"Uly pga naturkrefter;veitrafikk;Ukj/ikke spes næring"
X3n1j;"Uly pga naturkrefter;veitrafikk;Utdann"
X3n1k;"Uly pga naturkrefter;veitrafikk;Verneplikt"
X3n1m;"Uly pga naturkrefter;veitrafikk;Idrett v/utd/vernepl"
X3n1p;"Uly pga naturkrefter;veitrafikk;Annen idrett"
X3n1r;"Uly pga naturkrefter;veitrafikk;Annen aktivitet"
X3n1y;"Uly pga naturkrefter;veitrafikk;Ukjent aktivitet"
X3n2a;"Uly pga naturkrefter;ann gt/vei;Industri"
X3n2b;"Uly pga naturkrefter;ann gt/vei;Bygg/anl"
X3n2c;"Uly pga naturkrefter;ann gt/vei;Olje/gassutv"
X3n2d;"Uly pga naturkrefter;ann gt/vei;Jord/skogbr"
X3n2e;"Uly pga naturkrefter;ann gt/vei;Fiske/fangst"
X3n2f;"Uly pga naturkrefter;ann gt/vei;Forsvar"
X3n2g;"Uly pga naturkrefter;ann gt/vei;Politi/fengsel"
X3n2h;"Uly pga naturkrefter;ann gt/vei;Annen næring"
X3n2i;"Uly pga naturkrefter;ann gt/vei;Ukj/ikke spes næring"
X3n2j;"Uly pga naturkrefter;ann gt/vei;Utdann"
X3n2k;"Uly pga naturkrefter;ann gt/vei;Verneplikt"
X3n2m;"Uly pga naturkrefter;ann gt/vei;Idrett v/utd/vernepl"
X3n2p;"Uly pga naturkrefter;ann gt/vei;Annen idrett"
X3n2r;"Uly pga naturkrefter;ann gt/vei;Annen aktivitet"
X3n2y;"Uly pga naturkrefter;ann gt/vei;Ukjent aktivitet"
X3n3a;"Uly pga naturkrefter;barneh/lekepl;Industri"
X3n3b;"Uly pga naturkrefter;barneh/lekepl;Bygg/anl"
X3n3c;"Uly pga naturkrefter;barneh/lekepl;Olje/gassutv"
X3n3d;"Uly pga naturkrefter;barneh/lekepl;Jord/skogbr"
X3n3e;"Uly pga naturkrefter;barneh/lekepl;Fiske/fangst"
X3n3f;"Uly pga naturkrefter;barneh/lekepl;Forsvar"
X3n3g;"Uly pga naturkrefter;barneh/lekepl;Politi/fengsel"
X3n3h;"Uly pga naturkrefter;barneh/lekepl;Annen næring"
X3n3i;"Uly pga naturkrefter;barneh/lekepl;Ukj/ikke spes næring"
X3n3j;"Uly pga naturkrefter;barneh/lekepl;Utdann"
X3n3k;"Uly pga naturkrefter;barneh/lekepl;Verneplikt"
X3n3m;"Uly pga naturkrefter;barneh/lekepl;Idrett v/utd/vernepl"
X3n3p;"Uly pga naturkrefter;barneh/lekepl;Annen idrett"
X3n3r;"Uly pga naturkrefter;barneh/lekepl;Annen aktivitet"
X3n3y;"Uly pga naturkrefter;barneh/lekepl;Ukjent aktivitet"
X3n4a;"Uly pga naturkrefter;skole m.v;Industri"
X3n4b;"Uly pga naturkrefter;skole m.v;Bygg/anl"
X3n4c;"Uly pga naturkrefter;skole m.v;Olje/gassutv"
X3n4d;"Uly pga naturkrefter;skole m.v;Jord/skogbr"
X3n4e;"Uly pga naturkrefter;skole m.v;Fiske/fangst"
X3n4f;"Uly pga naturkrefter;skole m.v;Forsvar"
X3n4g;"Uly pga naturkrefter;skole m.v;Politi/fengsel"
X3n4h;"Uly pga naturkrefter;skole m.v;Annen næring"
X3n4i;"Uly pga naturkrefter;skole m.v;Ukj/ikke spes næring"
X3n4j;"Uly pga naturkrefter;skole m.v;Utdann"
X3n4k;"Uly pga naturkrefter;skole m.v;Verneplikt"
X3n4m;"Uly pga naturkrefter;skole m.v;Idrett v/utd/vernepl"
X3n4p;"Uly pga naturkrefter;skole m.v;Annen idrett"
X3n4r;"Uly pga naturkrefter;skole m.v;Annen aktivitet"
X3n4y;"Uly pga naturkrefter;skole m.v;Ukjent aktivitet"
X3n5a;"Uly pga naturkrefter;h-inst/sykehus;Industri"
X3n5b;"Uly pga naturkrefter;h-inst/sykehus;Bygg/anl"
X3n5c;"Uly pga naturkrefter;h-inst/sykehus;Olje/gassutv"
X3n5d;"Uly pga naturkrefter;h-inst/sykehus;Jord/skogbr"
X3n5e;"Uly pga naturkrefter;h-inst/sykehus;Fiske/fangst"
X3n5f;"Uly pga naturkrefter;h-inst/sykehus;Forsvar"
X3n5g;"Uly pga naturkrefter;h-inst/sykehus;Politi/fengsel"
X3n5h;"Uly pga naturkrefter;h-inst/sykehus;Annen næring"
X3n5i;"Uly pga naturkrefter;h-inst/sykehus;Ukj/ikke spes næring"
X3n5j;"Uly pga naturkrefter;h-inst/sykehus;Utdann"
X3n5k;"Uly pga naturkrefter;h-inst/sykehus;Verneplikt"
X3n5m;"Uly pga naturkrefter;h-inst/sykehus;Idrett v/utd/vernepl"
X3n5p;"Uly pga naturkrefter;h-inst/sykehus;Annen idrett"
X3n5r;"Uly pga naturkrefter;h-inst/sykehus;Annen aktivitet"
X3n5y;"Uly pga naturkrefter;h-inst/sykehus;Ukjent aktivitet"
X3n6a;"Uly pga naturkrefter;syke/aldershjem;Industri"
X3n6b;"Uly pga naturkrefter;syke/aldershjem;Bygg/anl"
X3n6c;"Uly pga naturkrefter;syke/aldershjem;Olje/gassutv"
X3n6d;"Uly pga naturkrefter;syke/aldershjem;Jord/skogbr"
X3n6e;"Uly pga naturkrefter;syke/aldershjem;Fiske/fangst"
X3n6f;"Uly pga naturkrefter;syke/aldershjem;Forsvar"
X3n6g;"Uly pga naturkrefter;syke/aldershjem;Politi/fengsel"
X3n6h;"Uly pga naturkrefter;syke/aldershjem;Annen næring"
X3n6i;"Uly pga naturkrefter;syke/aldershjem;Ukj/ikke spes næring"
X3n6j;"Uly pga naturkrefter;syke/aldershjem;Utdann"
X3n6k;"Uly pga naturkrefter;syke/aldershjem;Verneplikt"
X3n6m;"Uly pga naturkrefter;syke/aldershjem;Idrett v/utd/vernepl"
X3n6p;"Uly pga naturkrefter;syke/aldershjem;Annen idrett"
X3n6r;"Uly pga naturkrefter;syke/aldershjem;Annen aktivitet"
X3n6y;"Uly pga naturkrefter;syke/aldershjem;Ukjent aktivitet"
X3n7a;"Uly pga naturkrefter;idrettsanl;Industri"
X3n7b;"Uly pga naturkrefter;idrettsanl;Bygg/anl"
X3n7c;"Uly pga naturkrefter;idrettsanl;Olje/gassutv"
X3n7d;"Uly pga naturkrefter;idrettsanl;Jord/skogbr"
X3n7e;"Uly pga naturkrefter;idrettsanl;Fiske/fangst"
X3n7f;"Uly pga naturkrefter;idrettsanl;Forsvar"
X3n7g;"Uly pga naturkrefter;idrettsanl;Politi/fengsel"
X3n7h;"Uly pga naturkrefter;idrettsanl;Annen næring"
X3n7i;"Uly pga naturkrefter;idrettsanl;Ukj/ikke spes næring"
X3n7j;"Uly pga naturkrefter;idrettsanl;Utdann"
X3n7k;"Uly pga naturkrefter;idrettsanl;Verneplikt"
X3n7m;"Uly pga naturkrefter;idrettsanl;Idrett v/utd/vernepl"
X3n7p;"Uly pga naturkrefter;idrettsanl;Annen idrett"
X3n7r;"Uly pga naturkrefter;idrettsanl;Annen aktivitet"
X3n7y;"Uly pga naturkrefter;idrettsanl;Ukjent aktivitet"
X3n8a;"Uly pga naturkrefter;friluftsliv;Industri"
X3n8b;"Uly pga naturkrefter;friluftsliv;Bygg/anl"
X3n8c;"Uly pga naturkrefter;friluftsliv;Olje/gassutv"
X3n8d;"Uly pga naturkrefter;friluftsliv;Jord/skogbr"
X3n8e;"Uly pga naturkrefter;friluftsliv;Fiske/fangst"
X3n8f;"Uly pga naturkrefter;friluftsliv;Forsvar"
X3n8g;"Uly pga naturkrefter;friluftsliv;Politi/fengsel"
X3n8h;"Uly pga naturkrefter;friluftsliv;Annen næring"
X3n8i;"Uly pga naturkrefter;friluftsliv;Ukj/ikke spes næring"
X3n8j;"Uly pga naturkrefter;friluftsliv;Utdann"
X3n8k;"Uly pga naturkrefter;friluftsliv;Verneplikt"
X3n8m;"Uly pga naturkrefter;friluftsliv;Idrett v/utd/vernepl"
X3n8p;"Uly pga naturkrefter;friluftsliv;Annen idrett"
X3n8r;"Uly pga naturkrefter;friluftsliv;Annen aktivitet"
X3n8y;"Uly pga naturkrefter;friluftsliv;Ukjent aktivitet"
X3n9a;"Uly pga naturkrefter;annet sted;Industri"
X3n9b;"Uly pga naturkrefter;annet sted;Bygg/anl"
X3n9c;"Uly pga naturkrefter;annet sted;Olje/gassutv"
X3n9d;"Uly pga naturkrefter;annet sted;Jord/skogbr"
X3n9e;"Uly pga naturkrefter;annet sted;Fiske/fangst"
X3n9f;"Uly pga naturkrefter;annet sted;Forsvar"
X3n9g;"Uly pga naturkrefter;annet sted;Politi/fengsel"
X3n9h;"Uly pga naturkrefter;annet sted;Annen næring"
X3n9i;"Uly pga naturkrefter;annet sted;Ukj/ikke spes næring"
X3n9j;"Uly pga naturkrefter;annet sted;Utdann"
X3n9k;"Uly pga naturkrefter;annet sted;Verneplikt"
